ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT,neighborhood
040004000,330800,280,600,14TH ST NW,,LOT 10 BK 38 PRESTON HEIGHTS,6490.44,Fry's Spring
040007100,365900,281,605,13TH ST NW,,PT LOTS 1&2 BK 38 PRESTON HGTS,3441.24,Greenbrier
040015000,327300,282,1207,GRADY AVE,,PT LOT 1-8&19 BK 37 PREST HGT,7840.8,Greenbrier
040012000,429100,283,604,13TH ST NW,,LOT BK 37 PRESTON HEIGHTS,5488.56,10th & Page
040017000,198600,284,205,ROSSER AVE E,,LOT BK 37 PRESTON HEIGHTS,3571.92,Greenbrier
040018000,597700,285,201,ROSSER AVE E,,"PT LOTS 1-8,LOT 19 BK 37 P HGT",18164.52,Starr Hill
040007000,388100,286,1301,GRADY AVE,,PT LOT 1 BK 38 PRESTON HEIGHTS,3702.6,Johnson Village
040013000,300900,287,602,13TH ST NW,,LOT 13&PT 12 BK 37 PRESTON HGT,5357.88,Starr Hill
040111000,720400,288,510,14TH ST NW,,LOT 1 BK 10 PRESTON HEIGHTS,7623.0,Jefferson Park Avenue
040016000,311500,289,1205,GRADY AVE,,LOT BK 37 PRESTON HEIGTHS,5140.08,Fry's Spring
040014000,272600,290,1215,GRADY AVE,,LOT A  BK 37 PRESTON HEIGHTS,4660.92,Woolen Mills
040022000,274400,291,131,ROSSER AVE E,,LOTS 10&18 BK 36 PRESTON HGTS,6621.12,North Downtown
040023000,455600,292,521,11TH ST NW,,LOT 1 PRESTON HEIGHTS,4791.6,Greenbrier
040039200,475900,293,612,11TH ST NW,,LOT 3 JOHN WEST LOTS,7187.4,Starr Hill
040019000,430900,294,604,12TH ST NW,,PT LOTS 11-17 BK 36 PRESTON HG,0.0,Lewis Mountain
040039000,335700,295,615,10 1/2 ST NW,,LOT 1 JOHN WEST LOTS,7056.72,Rose Hill
040112000,599000,296,508,14TH ST NW,,LOT 2 BK 10 PRESTON HEIGHTS,6229.08,Venable
040110000,322400,297,523,13TH ST NW,,PT LOT 1 BK 10 PRESTON HGTS,5009.4,Lewis Mountain
040020000,455100,298,1105,GRADY AVE,,PT LOTS 11-17 BK 36 PRESTON HG,7753.68,Lewis Mountain
040024000,333300,299,517,11TH ST NW,,LOT 2 & PAR X PRESTON HGTS,3920.4,Greenbrier
040021000,348400,300,1101,GRADY AVE,,PT LOTS 11-17 BK 36 PRESTON HG,7753.68,Barracks Road
040040000,275600,301,608,10 1/2 ST NW,,LOTS 22&22 1/2 JOHN WEST LOT,10585.08,Martha Jefferson
040039100,294700,302,611,10 1/2 ST NW,,LOT 2 JOHN WEST LOTS,6359.76,Martha Jefferson
040038000,295900,303,610,11TH ST NW,,PT LOT 20 JOHN WEST LOTS,5445.0,Venable
040109000,457100,304,511,13TH ST NW,,LOT 13 BK 10 PRESTON HEIGHTS,6229.08,North Downtown
040113000,665700,305,506,14TH ST NW,,LOT 3 BK 10 PRESTON HEIGHTS,6229.08,Fry's Spring
040025000,321000,306,607,11TH ST NW,,LOTS 3 & 4 BK 36 PRESTON HGTS,4922.28,Johnson Village
040041000,1389300,307,1010,PRESTON AVE,,"LOTS 23,23 1\2,PT 24&25 JOHN W",18905.04,Starr Hill
040100000,554900,308,512,13TH ST NW,,LOTS 13&14 BK 9 PRESTON HGTS,6490.44,10th & Page
040036000,258200,309,609,10 1/2 ST NW,,PT LOT 20 JOHN WEST LOTS,5445.0,Venable
040037000,360200,310,608,11TH ST NW,,LOT 19 1/2 JOHN WEST LOTS,5445.0,Greenbrier
040108100,485900,311,509,13TH ST NW,,LOT 12 BK 10 PRESTON HEIGHTS,6359.76,Rose Hill
040114000,638900,312,504,14TH ST NW,,LOT 4 BK 10 PRESTON HEIGHTS,6141.96,Greenbrier
040026000,86400,313,0,11TH ST NW,,LOT 5 BK 36 PRESTON HEIGHTS,2526.48,Venable
040027000,254800,314,605,11TH ST NW,,LOT 6 BK 36 PRESTON HEIGHTS,2439.36,Locust Grove
040101000,458700,315,510,13TH ST NW,,LOTS 15&16 BK 9 PRESTON HGTS,6490.44,Jefferson Park Avenue
040099100,86400,316,1200,GRADY AVE,,PT LOT 1 BK 9 PRESTON HEIGHTS,1611.72,Fifeville
040107100,490000,317,507,13TH ST NW,,LOT 11 BK 10 PRESTON HEIGHTS,6359.76,Venable
040029000,471500,318,1027,GRADY AVE,,LOT 15 JOHN WEST LOTS,7492.32,Barracks Rugby
040035000,250500,319,607,10 1/2 ST NW,,PT LOT 19 JOHN WEST LOTS,5445.0,Barracks Road
040115000,625000,320,502,14TH ST NW,,LOT 5 BK 10 PRESTON HEIGHTS,5140.08,Jefferson Park Avenue
040028000,328800,321,601,11TH ST NW,,LOTS 7-9 BK 36 PRESTON HEIGHTS,0.0,North Downtown
040042000,3456800,322,1000,PRESTON AVE,,PT LOTS 24-26 JOHN WEST,16030.08,North Downtown
040098000,161100,323,515,12TH ST NW,,PT LOT 1 BK 9 PRESTON HGTS,1960.2,Woolen Mills
040099000,624200,324,513,12TH ST NW,,LOT 2 BK 9 PRESTON HEIGHTS,3267.0,Barracks Rugby
040102000,536800,325,508,13TH ST NW,,LOTS 17&18 BK 9 PRESTON HGTS,6490.44,The Meadows
040116000,465900,326,1307,GORDON AVE,,LOT 7 BK 10 PRESTON HEIGHTS,4312.44,Lewis Mountain
040097000,297500,327,511,12TH ST NW,,LOTS 3&4 BK 9 PRESTON HGTS,6490.44,Greenbrier
040117000,609400,328,500,14TH ST NW,,LOT 6 BK 10 PRESTON HEIGHTS,5052.96,Greenbrier
040108000,487000,329,1305,GORDON AVE,,LOT 8 BK 10 PRESTON HEIGHTS,4312.44,10th & Page
040087000,384600,330,1108,GRADY AVE,,PT LOTS 13-16 BK 8 PRESTON HGT,6011.28,Barracks Rugby
040034000,251500,331,605,10 1/2 ST NW,,PT LOT 18 JOHN WEST LOTS,2962.08,Lewis Mountain
040107000,522600,332,1303,GORDON AVE,,LOT 9 BK 10 PRESTON HEIGHTS,4312.44,Barracks Road
040103000,465900,333,506,13TH ST NW,,LOTS 19&20 BK 9 PRESTON HGTS,6490.44,Belmont
040106000,521200,334,1301,GORDON AVE,,LOT 10 BK 10 PRESTON HEIGHTS,4356.0,Jefferson Park Avenue
040096000,611100,335,509,12TH ST NW,,LOTS 5&6 BK 9 PRESTON HGTS,6490.44,Jefferson Park Avenue
040086000,464400,336,1104,GRADY AVE,,LOT E & PT 13-16 BK 8 PRES HGT,6969.6,Belmont
040033000,501400,337,1021,GRADY AVE,,LOT JOHN WEST LOTS,4530.24,Venable
040104000,431700,338,502,13TH ST NW,,LOTS 21&22 BK 9 PRESTON HGTS,6490.44,Venable
040085000,357200,339,423,11TH ST NW,,LOTS 1 & 2 BK 8 PRESTON HGTS,5314.32,Greenbrier
040118000,15128500,340,406,14TH ST NW,,"LOTS 1-26,49,50,103,104 BK 5",172497.6,Belmont
040095000,337800,341,507,12TH ST NW,,LOTS 7&8 BK 9 PRESTON HGTS,6490.44,Fry's Spring
040088000,306500,342,506,12TH ST NW,,LOTS 17&18 BK 8 PRESTON HGTS,6490.44,Rose Hill
040043000,482200,343,,10TH ST NW,,PT LOT 8 JOHN WEST LOTS,8624.88,Belmont
040105000,450300,344,1219,GORDON AVE,,LOTS 23 & 24 BK 9 PRESTON HEIGHTS,6490.44,North Downtown
040084000,171400,345,517,11TH ST NW,,LOTS 3 & 4 BK 8 PRESTON HGTS,5401.44,Rose Hill
040094000,363700,346,505,12TH ST NW,,LOTS 9&10 BK 9 PRESTON HGTS,6490.44,Rose Hill
040073000,422700,347,1034,GRADY AVE,,LOT 14 1/2 JOHN WEST LOTS,7056.72,Woolen Mills
040045000,126000,348,503,10TH ST NW,,PT LOT 7 JOHN WEST LOTS,14810.4,10th & Page
040089000,425400,349,504,12TH ST NW,,LOTS 19 & 20 BK 8 PRESTON HGTS,6490.44,North Downtown
040072000,412100,350,1030,GRADY AVE,,LOT 14 JOHN WEST LOTS,6926.04,Barracks Road
040083000,708200,351,515,11TH ST NW,,LOTS 5&6 BK 8 PRESTON HGTS,5575.68,Belmont
040093000,231900,352,503,12TH ST NW,,LOT 11 BK 9 PRESTON HEIGHTS,0.0,The Meadows
040071000,616100,353,1026,GRADY AVE,,LOT 13 JOHN WEST LOTS,7840.8,Barracks Road
040090000,266600,354,502,12TH ST NW,,LOTS 21&22 BK 8 PRESTON HGTS,6490.44,Fifeville
040092000,311300,355,501,12TH ST NW,,LOT 12 BK 9 PRESTON HEIGHTS,0.0,Woolen Mills
040070000,446500,356,1022,GRADY AVE,,LOT B JOHN WEST LOTS,4530.24,Locust Grove
040082000,536200,357,513,11TH ST NW,,LOTS 7&8 BK 8 PRESTON HGTS,5706.36,Martha Jefferson
040049000,296900,358,1016,GRADY AVE,,LOT 1,2439.36,Fifeville
040091000,431500,359,500,12TH ST NW,,LOTS 23&24 BK 8 PRESTON HGTS,6490.44,Martha Jefferson
040048000,423000,360,1014,GRADY AVE,,LOT 3,3615.48,Barracks Road
040081000,364100,361,405,11TH ST NW,,LOTS 9&10 BK 8 PRESTON HGTS,5837.04,Johnson Village
040074000,362700,362,408,11TH ST NW,,PT LOT 11 JOHN WEST LOTS,5401.44,Woolen Mills
040134000,513800,363,1201,GORDON AVE,,PT LOTS 1 & 2 BK 6 PRESTON HGT,3267.0,Starr Hill
040069000,86400,364,423,10 1/2 ST NW,,LOT A JOHN WEST LOTS,2700.72,North Downtown
040047000,658100,365,1002,GRADY AVE,,LOT 4,3746.16,Belmont
040050000,218500,366,420,10 1/2 ST NW,,LOT 2,1306.8,Belmont
040046000,678100,367,415,10TH ST NW,,PARCEL D JOHN WEST LOTS,8189.28,Locust Grove
040135000,501500,368,1200,GORDON AVE,,PT LOTS 1 & 2 BK 6 PRESTON HGT,3267.0,Fry's Spring
040068000,370100,369,421,10 1/2 ST NW,,PT LOT 11 JOHN WEST LOTS,5445.0,Fifeville
040080000,362400,370,1101,GORDON AVE,,LOTS 11&12 BK 8 PRESTON HGTS,5967.72,North Downtown
040051000,213100,371,416,10 1/2 ST NW,,PT LOT 4 JOHN WEST LOTS,9060.48,The Meadows
040075000,390300,372,516,11TH ST NW,,PT LOT 10 JOHN WEST LOTS,5445.0,10th & Page
040136000,459900,373,417,12TH ST NW,,LOT 3 BK 6 PRESTON HEIGHTS,348.48,Woolen Mills
040143000,246500,374,1114,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,4094.64,Martha Jefferson
040052000,368000,375,416,10TH ST NW,,PT LOT 4 JOHN WEST LOTS,12893.76,The Meadows
040067000,720900,376,413,10 1/2 ST NW,,PT LOT 10 JOHN WEST LOTS,5445.0,Greenbrier
040076000,737500,377,514,11TH ST NW,,PT LOT 9 JOHN WEST LOTS,6534.0,Rose Hill
040144000,504600,378,1112,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,0.0,The Meadows
040145000,504600,379,1110,GORDON AVE,,PT LOTS 14-17 BK 7 PRESTON HGT,0.0,10th & Page
040138000,537400,380,407,12TH ST NW,,LOTS 6&7 BK 6 PRESTON HEIGHTS,6490.44,North Downtown
040066000,347400,381,507,10 1/2 ST NW,,PT LOT 9 JOHN WEST LOTS,6577.56,Barracks Rugby
040146000,311100,382,1100,GORDON AVE,,LOTS 1&2 BK 7 PRESTON HEIGHTS,6229.08,Fry's Spring
040054000,351300,383,414,10 1/2 ST NW,,LOTS A & B JOHN WEST LOTS,8232.84,Woolen Mills
040077000,308200,384,504,11TH ST NW,,LOT,4617.36,North Downtown
040142000,504600,385,406-410,12TH ST NW,,"LOTS 18,19&PT 17,20 BK 7 P HGT",0.0,Venable
040139000,339200,386,405,12TH ST NW,,REV LOT 8 BK 6 PRESTON HEIGHTS,43560.0,10th & Page
040053000,297400,387,418,10TH ST NW,,PT LOT 3 JOHN WEST LOTS,11107.8,Belmont
040078000,456200,388,502,11TH ST NW,,LOT,4922.28,Rose Hill
040065000,328200,389,504,10 1/2 ST NW,,LOT,4617.36,10th & Page
040147000,522300,390,363,11TH ST NW,,LOT 3 & PT 4 BK 7 PRESTON HGTS,5880.6,Martha Jefferson
040056000,86400,391,412,10 1/2 ST NW,,PT LOT 2 JOHN WEST LOTS,2700.72,Johnson Village
040139100,329800,392,403,12TH ST NW,,REV LOT 10 BK 6 PRESTON HEIGHTS,43560.0,The Meadows
040055000,298100,393,414,10TH ST NW,,PT LOT 2 JOHN WEST LOTS,0.0,Barracks Rugby
040079000,171400,394,500,11TH ST NW,,LOT,7753.68,Venable
040064000,279900,395,502,10 1/2 ST NW,,LOT,3789.72,The Meadows
040148000,188900,396,357,11TH ST NW,,"LOTS 5,6,PT 4&7 BK 7 PRES HGTS",9408.96,Lewis Mountain
040141000,240400,397,1,LATROBE CT,,LOT A LATROBE COURT,3223.44,Venable
040140000,352200,398,401,12TH ST NW,,LOTS 11-13 & PAR Y BK 6 PRESTON HEIGHT,10541.52,Locust Grove
040057000,354200,399,406,10 1/2 ST NW,,LOT JOHN WEST LOTS,3484.8,Woolen Mills
040120000,20618800,400,409,13TH ST NW,,"LOTS 4, 51-55, 94-102",0.0,Starr Hill
040141100,240400,401,2,LATROBE CT,,LOT B LATROBE COURT,2308.68,Johnson Village
040122000,657300,402,362,14TH ST NW,,LOTS 54&55 TRADERS LAND CO,6141.96,Martha Jefferson
040063000,404300,403,500,10 1/2 ST NW,,LOT,5924.16,Jefferson Park Avenue
040141200,241700,404,3,LATROBE CT,,LOT C LATROBE COURT,2570.04,Barracks Rugby
040132000,2515800,405,0,JOHN ST,,LOTS BK 5,136909.08,Barracks Road
040058000,305900,406,404,10 1/2 ST NW,,LOT JOHN WEST LOTS,3659.04,Locust Grove
040059000,233500,407,403,10TH ST NW,,LOT JOHN WEST LOTS,11369.16,Lewis Mountain
040149000,273100,408,353,11TH ST NW,,LOT 8 & PT 7&9 BK 7 PRES HGTS,6664.68,Rose Hill
040165000,430400,409,430,11TH ST NW,,LOT 15 JEFFRIES LOTS,4007.52,Belmont
040123000,713600,410,360,14TH ST NW,,LOTS 56&57 TRADERS LAND CO,7492.32,Rose Hill
040061000,241500,411,402,10 1/2 ST NW,,LOT JOHN WEST LOTS,3528.36,Barracks Road
040141300,240400,412,6,LATROBE CT,,LOT D LATROBE COURT,3223.44,Woolen Mills
040141400,240500,413,5,LATROBE CT,,LOT E LATROBE COURT,2395.8,The Meadows
040062000,339900,414,400,10 1/2 ST NW,,PT LOT 1 JOHN WEST LOTS,3528.36,Venable
040150000,328700,415,351,11TH ST NW,,LOT 10 & PT 9&11 BK 7 PRES HGT,5619.24,Martha Jefferson
040166000,297300,416,359,10 1/2 ST NW,,LOT 14 JEFFRIES LOTS,4922.28,Barracks Road
040060000,213100,417,401,10TH ST NW,,PARCEL C JOHN WEST LOTS,11194.92,Jefferson Park Avenue
040141500,240500,418,4,LATROBE CT,,LOT F LATROBE COURT,2700.72,North Downtown
040125000,712300,419,358,14TH ST NW,,LOTS 58 & 59,7492.32,Johnson Village
040164000,274900,420,354,11TH ST NW,,LOT 17 JEFFRIES LOTS,3833.28,Venable
040167000,136000,421,357,10 1/2 ST NW,,LOT 13 JEFFRIES LOTS,4791.6,Starr Hill
040151000,298000,422,345,11TH ST NW,,"LOTS 12,13&PT 11 BK 7 PRES HGT",0.0,Fifeville
040126000,540800,423,354,14TH ST NW,,LOT 1,5009.4,Belmont
040163000,209800,424,346,11TH ST NW,,LOT 18 JEFFRIES LOTS,3833.28,Starr Hill
040168000,422400,425,353,10 1/2 ST NW,,LOT 12 JEFFRIES LOTS,4704.48,Johnson Village
040152000,1376300,426,341,11TH ST NW,,LOTS 12-16,26528.04,Barracks Rugby
040128000,541100,427,1311,JOHN ST,,LOT 2,4486.68,The Meadows
040127000,570800,428,350,14TH ST NW,,LOT 6,5009.4,Martha Jefferson
040162000,213400,429,342,11TH ST NW,,LOT 19 JEFFRIES LOTS,3833.28,Lewis Mountain
040169000,446400,430,349,10 1/2 ST NW,,LOT 11 JEFFRIES LOTS,4660.92,Fifeville
040129000,518100,431,1309,JOHN ST,,LOT 3 & PT LOT 4,5009.4,Martha Jefferson
040161000,376500,432,340,11TH ST NW,,LOT 20 JEFFRIES LOTS,4007.52,Barracks Rugby
040170000,367300,433,345,10 1/2 ST NW,,LOT 10 JEFFRIES LOTS,4617.36,Rose Hill
040131000,632700,434,1305,JOHN ST,,LOT 5,5488.56,Starr Hill
040160000,433300,435,338,11TH ST NW,,LOT 21 JEFFRIES LOTS,4007.52,Rose Hill
040210000,630800,436,353,10TH ST NW,,PT LOT 2 JEFFRIES LOTS,0.0,Barracks Road
040171000,521200,437,343,10 1/2 ST NW,,LOT 9 JEFFRIES LOTS,4660.92,Barracks Rugby
040159000,678500,438,336,11TH ST NW,,LOT 22 JEFFRIES LOTS,4007.52,Barracks Road
040172000,251700,439,341,10 1/2 ST NW,,LOT 8 JEFFRIES LOTS,4530.24,Locust Grove
040158000,352800,440,334,11TH ST NW,,LOT 23 JEFFRIES LOTS,4007.52,North Downtown
040173000,389400,441,339,10 1/2 ST NW,,LOT 7 JEFFRIES LOTS,4181.76,Starr Hill
040157000,246700,442,332,11TH ST NW,,LOT 24 JEFFRIES LOTS,4007.52,The Meadows
040153000,0,443,339,11TH ST NW,,"LOTS 9,10 & 11",26528.04,Lewis Mountain
040174000,259100,444,337,10 1/2 ST NW,,LOT 6 JEFFRIES LOTS,4094.64,Venable
040156000,577800,445,324,11TH ST NW,,LOT 25 JEFFRIES LOTS,4007.52,Barracks Road
040175000,264500,446,331,10 1/2 ST NW,,LOT 5 JEFFRIES LOTS,4268.88,Belmont
040176000,136000,447,327,10 1/2 ST NW,,LOT 4 JEFFRIES LOTS,4225.32,Martha Jefferson
040245000,6791600,448,1114,JOHN ST,,LOT A,0.0,Jefferson Park Avenue
040177000,301200,449,325,10 1/2 ST NW,,LOT 3 JEFFRIES LOTS,3571.92,Locust Grove
040154000,309100,450,308,11TH ST NW,,PT LOT 33 JEFFRIES LOTS,5967.72,Fry's Spring
040271100,584900,451,1119,PAGE ST,,LOT,3615.48,North Downtown
040178000,345100,452,323,10 1/2 ST NW,,LOT 2 JEFFRIES LOTS,3528.36,Woolen Mills
040291000,10642300,453,302-304,14TH ST NW,,"LOTS 2,3,5 1\2,PT 1,5&PARCELS",0.0,Lewis Mountain
040179000,283100,454,319,10 1/2 ST NW,,PT LOT 33 JEFFRIES LOTS,7579.44,The Meadows
040180100,235800,455,306,11TH ST NW,,LOT B JEFFRIES LOTS,4443.12,Fifeville
040180000,394600,456,313-315,10 1/2 ST NW,,LOT C JEFFRIES LOTS,0.0,North Downtown
040181000,286800,457,304,11TH ST NW,,LOT A JEFFRIES LOTS,3876.84,Belmont
040182000,237100,458,307,10 1/2 ST NW,,PT LOT 35 JEFFRIES LOTS,3179.88,10th & Page
040183000,209100,459,305,10 1/2 ST NW,,LOT JEFFRIES LOTS,3136.32,Johnson Village
040245100,10610200,460,1207-11,WERTLAND ST,,PARCEL 245.1 & PARCEL A,0.0,10th & Page
040302000,22482000,461,218,14TH ST NW,,PARCELS 1&2,0.0,Johnson Village
040314000,9445700,462,1021,WERTLAND ST,,LOT,0.0,Woolen Mills
040298000,577700,463,208,14TH ST NW,,LOT 11 MCKENNIE'S,6969.6,Woolen Mills
040303000,994900,464,1301,WERTLAND ST,,LOT A,0.0,The Meadows
040301000,1072500,465,1311,WERTLAND ST,,PT LOT 13 MCKENNIE'S,2831.4,10th & Page
060001101,9934000,466,0,ARLINGTON BLVD,,LOT C-3 GEORGETOWN,0.0,Barracks Road
060001900,12794800,467,2401,ARLINGTON BLVD,,PT LOT C-4,3615480.0,Jefferson Park Avenue
060001700,2693500,468,2400-02,ARLINGTON BLVD,,LOT C-1 GEORGETOWN,0.0,Greenbrier
060001600,6818100,469,2102-06,ARLINGTON BLVD,,LOTS 2 & 3 GEORGETOWN,1306800.0,Woolen Mills
060001500,5197000,470,1982,ARLINGTON BLVD,,LOT 1 & PARCEL Y GEORGETOWN,522720.0,Lewis Mountain
060003100,7500,471,0,FENDALL TER,,RESERVE STRIP BK 6 RUGBY,3049.2,Greenbrier
060001400,2073200,472,1980,ARLINGTON BLVD,,LOT 2B GEORGETOWN,0.0,Starr Hill
060001300,2981500,473,1936,ARLINGTON BLVD,,LOT 2A-1 GEORGETOWN,27181.44,Barracks Road
060001200,3183100,474,1932,ARLINGTON BLVD,,LOT 2A-2 GEORGETOWN,27878.4,North Downtown
060002000,7955100,475,800,EMMET ST N,,4.456 ACRES MASSIE PROPERTY,190313.64,Venable
060001100,2292900,476,1928,ARLINGTON BLVD,,PARCEL X GEORGETOWN,14374.8,Johnson Village
060001B00,4802700,477,1924,ARLINGTON BLVD,,LOT 1-B,38594.16,Johnson Village
060001000,5705600,478,1900,ARLINGTON BLVD,,LOT 1A,43560.0,The Meadows
080001000,82272700,479,101,EMMET ST N,,LOT (128.82 ACRES),1473199.2,Locust Grove
060003000,2186700,480,817,FENDALL TER,,"LOTS 10,11 & 12 BK 6 RUGBY",27573.48,North Downtown
060004000,1081400,481,813,FENDALL TER,,LOT 9 & PT 8 BK 6 RUGBY,15376.68,Belmont
060001C00,2128900,482,801,EMMET ST N,,LOT 1C,26440.92,Johnson Village
060023000,1343400,483,811,FENDALL TER,,"LOTS 6,7 & PT 8 BK 6 RUGBY",25439.04,Woolen Mills
060005000,1904400,484,1872,WINSTON RD,,LOTS 14 & 15 BK 4 RUGBY,14984.64,Barracks Road
060006000,1115400,485,1866,WINSTON RD,,LOT 16 & PT 17 BK 4 RUGBY,11282.04,Woolen Mills
060007000,965600,486,1864,WINSTON RD,,LOT 18 & PT 17 BK 4 RUGBY,11238.48,Locust Grove
060022000,1172400,487,810,FENDALL TER,,LOT A BK 4 RUGBY,10628.64,Jefferson Park Avenue
060008000,1216100,488,1860,WINSTON RD,,LOT 19 & PT 20&21 BK 4 RUGBY,14461.92,Martha Jefferson
060021000,1133200,489,1865,FENDALL AVE,,LOT B BK 4 RUGBY,11848.32,Jefferson Park Avenue
060024000,1346600,490,803,FENDALL TER,,LOTS 2-3 & PT 1 BK 6 RUGBY,23391.72,10th & Page
060020000,1228800,491,1863,FENDALL AVE,,LOT 4 & PT 5 BK 4 RUGBY,11238.48,Fifeville
060009000,742200,492,1856,WINSTON RD,,LOT A BK 4 RUGBY,7579.44,Belmont
060019000,1278000,493,1859,FENDALL AVE,,LOT 6 & PT 5 & 7 BK 4 RUGBY,12371.04,Fifeville
060010000,2034200,494,1852,WINSTON RD,,LOT B BK 4 RUGBY,12109.68,Fifeville
060042000,1478300,495,1868,EDGEWOOD LN,,LOT 1 & PT 1 BK 6 EDGEWOOD LA,45171.72,Fifeville
060025000,1231200,496,1912,FENDALL AVE,,"LOTS 17,18,PARCEL X BK3 RUGBY",14810.4,Martha Jefferson
060026000,1929200,497,1907,FENDALL AVE,,LOTS 15 & 16 BK 3 RUGBY,14984.64,Fifeville
060012000,999400,498,1844,WINSTON RD,,"LOTS 27,28 & PT 26 BK 4 RUGBY",18730.8,Barracks Rugby
060018100,1461500,499,1849,FENDALL AVE,,LOTS 10 & 11 BK 4 RUGBY,14984.64,Barracks Rugby
060027000,2127800,500,1905,FENDALL AVE,,LOT 14 & PT 13 & STR BK 3 RUGB,11499.84,The Meadows
060043000,1220200,501,1879,WAYSIDE PL,,LOT,20952.36,10th & Page
060028000,1017200,502,1902,FENDALL AVE,,"LOT 12,PT 11&13 BK 3 RUGBY",15115.32,Belmont
060017000,1210400,503,1845,FENDALL AVE,,LOTS 12 & 13 BK 4 RUGBY,14984.64,Martha Jefferson
060013000,1168200,504,1840,WINSTON RD,,PT LOTS 29 & 30 BK 4 RUGBY,11064.24,Woolen Mills
060073000,15021400,505,83-136,UNIVERSITY GARDENS,,LOTS 8-11 & STRIP,0.0,10th & Page
060014000,1133100,506,809,WINSTON TER,,LOT 31 & PT 30 BK 4 RUGBY,13155.12,Fry's Spring
060044000,1151000,507,1864,EDGEWOOD LN,,LOT 2 & PT 3 EDGEWOOD LANE,13416.48,Venable
060029000,1777600,508,1850,FENDALL AVE,,LOT 10 & PT 11 BK 3 RUGBY,14461.92,Johnson Village
060016000,967000,509,1841,FENDALL AVE,,LOTS 35 & 36 BK 4 RUGBY,14984.64,North Downtown
060045000,1399900,510,1862,EDGEWOOD LN,,PT LOT 3 EDGEWOOD LANE,13503.6,Martha Jefferson
060015000,1223200,511,1837,FENDALL AVE,,LOTS 33 & 34 BK 4 RUGBY,16988.4,Jefferson Park Avenue
060030000,1311700,512,1848,FENDALL AVE,,LOTS 8 & 9 BK 3 RUGBY,16988.4,Greenbrier
060040000,836300,513,1900,EDGEWOOD LN,,LOT 22 BK 3 EDGEWOOD LANE,9801.0,Belmont
060044100,1482500,514,1875,WAYSIDE PL,,LOT,11412.72,Fry's Spring
050001000,861100,515,808,WINSTON TER,,LOT X BK 2 RUGBY,10454.4,The Meadows
060046000,1276400,516,1856,EDGEWOOD LN,,LOT 4 & PT 5 EDGEWOOD LANE,19471.32,Fry's Spring
060031000,1030100,517,1844,FENDALL AVE,,LOT 7 & PT 6 BK 3 RUGBY,12763.08,North Downtown
060015100,1014000,518,1833,FENDALL AVE,,LOT 32 BK 4 RUGBY,11238.48,Locust Grove
060060000,1061500,519,1874,WAYSIDE PL,,LOT C & LOT WAYSIDE PLACE,19035.72,Locust Grove
050002000,1135300,520,1828,WINSTON RD,,"LOTS Y,D,PARCEL W BK 2 RUGBY",15942.96,Belmont
060032000,1192500,521,1840,FENDALL AVE,,LOT 5 & PT 6 BK 3 RUGBY,12850.2,Lewis Mountain
060059000,1147400,522,1871,WAYSIDE PL,,LOT 16 WAYSIDE PLACE,12545.28,Locust Grove
050003000,2494900,523,1824,WINSTON RD,,"LOT C,PT 8,STRIP BK 2 RUGBY",18077.4,The Meadows
050021000,1131400,524,1827,FENDALL AVE,,LOT B RUGBY,13155.12,10th & Page
060033000,1314600,525,1838,FENDALL AVE,,LOTS 3 & 4 BK 3 RUGBY,16988.4,Starr Hill
060039000,1153000,526,1847,EDGEWOOD LN,,LOT 21 EDGEWOOD LANE,9931.68,Rose Hill
060047000,1278500,527,1852,EDGEWOOD LN,,LOTS 5A & 6B EDGEWOOD LANE,15638.04,Locust Grove
060058000,1199300,528,1863,WAYSIDE PL,,LOT 14 WAYSIDE PLACE,12501.72,Greenbrier
060034000,1321700,529,1834,FENDALL AVE,,LOTS 1 & 2 BK 3 RUGBY,17511.12,Martha Jefferson
050004000,348900,530,1822,WINSTON RD,,PT LOT 7 & PAR X BK 2 RUGBY,13285.8,North Downtown
060061000,1467400,531,1870,WAYSIDE PL,,LOT 45 WAYSIDE PLACE,12109.68,Jefferson Park Avenue
060038000,1938700,532,1843,EDGEWOOD LN,,LOT 20 BK 3 EDGEWOOD LANE,10628.64,Fry's Spring
050020000,325400,533,1825,FENDALL AVE,,LOT A RUGBY,10280.16,Belmont
050005000,1716100,534,1818,WINSTON RD,,"LOT 6,PT LOT 5&7 BK 2 RUGBY",13285.8,Lewis Mountain
060057000,1425400,535,1859,WAYSIDE PL,,LOT 12 & PT 10 WAYSIDE PLACE,13547.16,Rose Hill
060072000,163100,536,0,UNIVERSITY CIR,,LOT 45 UNIVERSITY PLACE,49353.48,North Downtown
050019000,585400,537,1820,RUGBY PL,,LOT 6 RUGBY,17946.72,Johnson Village
050022100,1183500,538,1830,FENDALL AVE,,LOTS 4 & 5 RUGBY,16814.16,Rose Hill
060037000,2154500,539,1839,EDGEWOOD LN,,LOT 19 BK 3 EDGEWOOD LANE,11412.72,Fifeville
060062000,1278200,540,1864,WAYSIDE PL,,LOT 15 WAYSIDE PLACE,11543.4,Barracks Rugby
